,Unnamed: 0,index,State,Pharmacy Name,Street Address 1 (physical store address),Street Address 2,City,Zip,Borough,county,location_lat,location_long,Location
10713,10713,10739,California,Vons Pharmacy #3017,3027 Rancho Vista Blvd,,Palmdale,93551,Los Angeles,Los Angeles County,34.6035204,-118.18428710222600,"3027 Rancho Vista Blvd, Palmdale, California, 93551"
10714,10714,10740,California,Vons Pharmacy #1621,520 W Tefft St,,Nipomo,93444,San Luis Obispo,San Luis Obispo County,35.0374743,-120.4868359877270,"520 W Tefft St, Nipomo, California, 93444"
10715,10715,10741,California,Vons Pharmacy #2655,7311 N Figueroa St,,Los Angeles,90041,Los Angeles,Los Angeles County,34.13622115,-118.1895121849740,"7311 N Figueroa St, Los Angeles, California, 90041"
10716,10716,10742,California,Vons Pharmacy #1796,33644 Yucaipa Blvd,,Yucaipa,92399,San Bernardino,San Bernardino County,34.03545795,-117.07009243469400,"33644 Yucaipa Blvd, Yucaipa, California, 92399"
10717,10717,10743,California,Vons Pharmacy #1767,475 W Main St,,Brawley,92227,Imperial,Imperial County,32.97900995,-115.55033525033800,"475 W Main St, Brawley, California, 92227"
10718,10718,10744,California,Vons Pharmacy #1756,1650 Herndon Ave,,Clovis,93611,Fresno,Fresno County,36.835665750000000,-119.68503929798400,"1650 Herndon Ave, Clovis, California, 93611"
10719,10719,10745,California,Vons Pharmacy #1754,5638 E Kings Canyon,,Fresno,93727,Fresno,Fresno County,,,"5638 E Kings Canyon, Fresno, California, 93727"
10720,10720,10746,California,Vons Pharmacy #1738,729 N H St,,Lompoc,93436,Santa Barbara,Santa Barbara County,34.649747250000000,-120.45920415855800,"729 N H St, Lompoc, California, 93436"
10721,10721,10747,California,Safeway Pharmacy #1746,10635 Folsom Blvd,,Rancho Cordova,95670,Sacramento,Sacramento County,38.5955284,-121.29334824876100,"10635 Folsom Blvd, Rancho Cordova, California, 95670"
10722,10722,10748,California,Safeway Pharmacy #1953,7499 Dublin Blvd,,Dublin,94568,Alameda,Alameda County,37.7055,-121.926441,"7499 Dublin Blvd, Dublin, California, 94568"
10723,10723,10749,California,Safeway Pharmacy #1879,555 E Calaveras Blvd,,Milpitas,95035,Santa Clara,Santa Clara County,37.43500655,-121.89802886198400,"555 E Calaveras Blvd, Milpitas, California, 95035"
10724,10724,10750,California,Safeway Pharmacy #1990,3970 Rivermark Plaza,,Santa Clara,95054,Santa Clara,Santa Clara County,37.3945591,-121.9479081,"3970 Rivermark Plaza, Santa Clara, California, 95054"
10725,10725,10751,California,Safeway Pharmacy #1931,46848 Mission Blvd,,Fremont,94539,Alameda,Alameda County,37.48963005,-121.92744801580100,"46848 Mission Blvd, Fremont, California, 94539"
10726,10726,10752,California,Safeway Pharmacy #0955,2600 Willow Pass Rd,,Concord,94519,Contra Costa,Contra Costa County,37.978627,-122.028912,"2600 Willow Pass Rd, Concord, California, 94519"
10727,10727,10753,California,Safeway Pharmacy #0908,3550 Fruitvale Ave,,Oakland,94602,Alameda,Alameda County,37.80126755,-122.21535315776800,"3550 Fruitvale Ave, Oakland, California, 94602"
10728,10728,10754,California,Safeway Pharmacy #1769,2808 Country Club Blvd,,Stockton,95204,San Joaquin,San Joaquin County,37.9623169,-121.33754119670400,"2808 Country Club Blvd, Stockton, California, 95204"
10729,10729,10755,California,Safeway Pharmacy #2620,9045 Woodcreek Oaks Blvd,,Roseville,95747,Placer,Placer County,38.794003000000000,-121.33063338507100,"9045 Woodcreek Oaks Blvd, Roseville, California, 95747"
10730,10730,10756,California,Safeway Pharmacy #2948,645 San Antonio Rd,,Mountain View,94040,Santa Clara,Santa Clara County,37.401898346191500,-122.11290350764200,"645 San Antonio Rd, Mountain View, California, 94040"
10731,10731,10757,California,Safeway Pharmacy #1138,1100 El Camino Real,,Belmont,94002,San Mateo,San Mateo County,37.529278,-122.2873132,"1100 El Camino Real, Belmont, California, 94002"
10732,10732,10758,California,Safeway Pharmacy #0705,570 N Shoreline Blvd,,Mountain View,94043,Santa Clara,Santa Clara County,37.40253,-122.0795561,"570 N Shoreline Blvd, Mountain View, California, 94043"
10733,10733,10759,California,Safeway Pharmacy #0316,179 Branham Lane,,San Jose,95136,Santa Clara,Santa Clara County,37.2669469,-121.8334354,"179 Branham Lane, San Jose, California, 95136"
10734,10734,10760,California,Safeway Pharmacy #0640,16 Rancho Del Mar,,Aptos,95003,Santa Cruz,Santa Cruz County,,,"16 Rancho Del Mar, Aptos, California, 95003"
10735,10735,10761,California,Safeway Pharmacy #2814,160 1st St,,Los Altos,94022,Santa Clara,Santa Clara County,37.3790099,-122.11902249037900,"160 1st St, Los Altos, California, 94022"
10736,10736,10762,California,Safeway Pharmacy #0695,6477 Almaden Rd,,San Jose,95120,Santa Clara,Santa Clara County,37.222595950000000,-121.86297135,"6477 Almaden Rd, San Jose, California, 95120"
10737,10737,10763,California,Safeway Pharmacy #2718,800 Redwood Hwy Frontage Rd Ste 110,,Mill Valley,94941,Marin,Marin County,,,"800 Redwood Hwy Frontage Rd Ste 110, Mill Valley, California, 94941"
10738,10738,10764,California,Safeway Pharmacy #1434,9080 Brooks Rd South,,Windsor,95492,Sonoma,Sonoma County,38.55176575,-122.80626413634900,"9080 Brooks Rd South, Windsor, California, 95492"
10739,10739,10765,California,Safeway Pharmacy #1490,2300- 16th St,,San Francisco,94103,San Francisco,San Francisco County,37.7657494997075,-122.40947083817600,"2300- 16th St, San Francisco, California, 94103"
10740,10740,10766,California,Safeway Pharmacy #1576,2300 Mendocino_ave,,Santa Rosa,95403,Sonoma,Sonoma County,38.46355345,-122.71735374247000,"2300 Mendocino_ave, Santa Rosa, California, 95403"
10741,10741,10767,California,Safeway Pharmacy #1711,15 Marina Blvd,,San Francisco,94123,San Francisco,San Francisco County,37.804467200000000,-122.4328344534000,"15 Marina Blvd, San Francisco, California, 94123"
10742,10742,10768,California,Safeway Pharmacy #2449,3375 Jefferson St,,Napa,94558,Napa,Napa County,38.3213636,-122.3019259,"3375 Jefferson St, Napa, California, 94558"
10743,10743,10769,California,Safeway Pharmacy #0918,6340 Commerce Blvd,,Rohnert Park,94928,Sonoma,Sonoma County,38.34761905,-122.70838702552000,"6340 Commerce Blvd, Rohnert Park, California, 94928"
10744,10744,10770,California,Safeway Pharmacy #1531,7301 Greenback Ln,,Citrus Heights,95621,Sacramento,Sacramento County,38.679934450000000,-121.29423603457400,"7301 Greenback Ln, Citrus Heights, California, 95621"
10745,10745,10771,California,Safeway Pharmacy #1899,989 Sunrise Ave,,Roseville,95661,Placer,Placer County,38.7309014,-121.2710187,"989 Sunrise Ave, Roseville, California, 95661"
10746,10746,10772,California,Safeway Pharmacy #1846,8925 Madison Ave,,Fair Oaks,95628,Sacramento,Sacramento County,,,"8925 Madison Ave, Fair Oaks, California, 95628"
10747,10747,10773,California,Safeway Pharmacy #1825,6498 Pny Express Tr,,Pollock Pines,95726,El Dorado,El Dorado County,,,"6498 Pny Express Tr, Pollock Pines, California, 95726"
10748,10748,10774,California,Safeway Pharmacy #1618,3380 Coach Ln,,Cameron Park,95682,El Dorado,El Dorado County,38.6565429,-120.9716909,"3380 Coach Ln, Cameron Park, California, 95682"
10749,10749,10775,California,Safeway Pharmacy #1890,1080 Pleasant Grove Blvd,,Roseville,95678,Placer,Placer County,38.77740335,-121.29160155234400,"1080 Pleasant Grove Blvd, Roseville, California, 95678"
10750,10750,10776,California,Safeway Pharmacy #2828,5720 Nave Dr,,Novato,94949,Marin,Marin County,38.062283200000000,-122.53212407273300,"5720 Nave Dr, Novato, California, 94949"
10751,10751,10777,California,Safeway Pharmacy #2941,707 Contra Coasta Blvd,,Pleasant Hill,94523,Contra Costa,Contra Costa County,,,"707 Contra Coasta Blvd, Pleasant Hill, California, 94523"
10752,10752,10778,California,Safeway Pharmacy #3122,2550 Bell Rd,,Auburn,95630,Placer,Sacramento County,,,"2550 Bell Rd, Auburn, California, 95630"
10753,10753,10779,California,Safeway Pharmacy #1866,2220 Sunset Blvd,,Rocklin,95765,Placer,Placer County,38.80381413874290,-121.27232991239100,"2220 Sunset Blvd, Rocklin, California, 95765"
10754,10754,10780,California,Safeway Pharmacy #2287,1596 State Hwy 99,,Gridley,95948,Butte,Butte County,,,"1596 State Hwy 99, Gridley, California, 95948"
10755,10755,10781,California,Vons Pharmacy #2027,15740 Laforge St,,Whittier,90603,Los Angeles,Los Angeles County,,,"15740 Laforge St, Whittier, California, 90603"
10756,10756,10782,California,Vons Pharmacy #1913,450 Ventura Rd,,Oxnard,93030,Ventura,Ventura County,34.19845155,-119.19316569211400,"450 Ventura Rd, Oxnard, California, 93030"
10757,10757,10783,California,Vons Pharmacy #1897,9643 Mission Gorge Rd,,Santee,92071,San Diego,San Diego County,32.83720975,-116.98698539845400,"9643 Mission Gorge Rd, Santee, California, 92071"
10758,10758,10784,California,Vons Pharmacy #1797,4627 Carmel Mountain Rd,,San Diego,92130,San Diego,San Diego County,32.9202827,-117.21503617778100,"4627 Carmel Mountain Rd, San Diego, California, 92130"
10759,10759,10785,California,Vons Pharmacy #1742,7390 Cherry Ave,,Fontana,92336,San Bernardino,San Bernardino County,34.119886,-117.49043836077000,"7390 Cherry Ave, Fontana, California, 92336"
10760,10760,10786,California,Vons Pharmacy #2155,550 E Baseline Rd,,Claremont,91711,Los Angeles,Los Angeles County,34.121542469798700,-117.70627509396000,"550 E Baseline Rd, Claremont, California, 91711"
10761,10761,10787,California,Vons Pharmacy #2152,155 W California Blvd,,Pasadena,91105,Los Angeles,Los Angeles County,34.1366462,-118.1534962,"155 W California Blvd, Pasadena, California, 91105"
10762,10762,10788,California,Vons Pharmacy #2144,262 No El Camino Real,,Encinitas,92024,San Diego,San Diego County,,,"262 No El Camino Real, Encinitas, California, 92024"
10763,10763,10789,California,Vons Pharmacy #2131,12199 Hesperia Rd,,Victorville,92392,San Bernardino,San Bernardino County,34.4725722,-117.28965071429700,"12199 Hesperia Rd, Victorville, California, 92392"
10764,10764,10790,California,Vons Pharmacy #2124,7789 Foothill Blvd,,Tujunga,91042,Los Angeles,Los Angeles County,34.25919365,-118.3011841080050,"7789 Foothill Blvd, Tujunga, California, 91042"
10765,10765,10791,California,Pavilions Pharmacy #2119,3850 Valley Centre Dr,,San Diego,92130,San Diego,San Diego County,32.939232150000000,-117.23208928999500,"3850 Valley Centre Dr, San Diego, California, 92130"
10766,10766,10792,California,Vons Pharmacy #2118,3550 Murphy Canyon Rd,,San Diego,92123,San Diego,San Diego County,32.80863372413890,-117.11598374014100,"3550 Murphy Canyon Rd, San Diego, California, 92123"
10767,10767,10793,California,Safeway Pharmacy #3011,389 S. Mcdowell Blvd,,Petaluma,94954,Sonoma,Sonoma County,38.2491523,-122.6218252,"389 S. Mcdowell Blvd, Petaluma, California, 94954"
10768,10768,10794,California,Safeway Pharmacy #1794,1850 Prairie City Rd,,Folsom,95630,Sacramento,Sacramento County,38.649877000000000,-121.16581499842600,"1850 Prairie City Rd, Folsom, California, 95630"
10769,10769,10795,California,Vons Pharmacy #1610,1790 N Moorpark Rd,,Thousand Oaks,91360,Ventura,Ventura County,34.201981100503500,-118.86809554210800,"1790 N Moorpark Rd, Thousand Oaks, California, 91360"
10770,10770,10796,California,Vons Pharmacy #2818,11800 De Palma Rd,,Corona,92883,Riverside,Riverside County,,,"11800 De Palma Rd, Corona, California, 92883"
10771,10771,10797,California,Vons Pharmacy #3160,8891 Atlanta Ave,,Huntington Beach,92646,Orange,Orange County,33.6584119,-117.97314477496300,"8891 Atlanta Ave, Huntington Beach, California, 92646"
10772,10772,10798,California,Vons Pharmacy #2323,7544 Girard_ave,,La Jolla,92037,San Diego,San Diego County,32.84173515,-117.27358760963400,"7544 Girard_ave, La Jolla, California, 92037"
10773,10773,10799,California,Vons Pharmacy #2327,931 Lomas Santa Fe Dr,,Solana Beach,92075,San Diego,San Diego County,32.9941333,-117.2544344784090,"931 Lomas Santa Fe Dr, Solana Beach, California, 92075"
10774,10774,10800,California,Vons Pharmacy #1753,1190 N Main St,,Bishop,93514,Inyo,Inyo County,37.37346705,-118.39142962776300,"1190 N Main St, Bishop, California, 93514"
10775,10775,10801,California,Vons Pharmacy #1734,522 N Orange St,,Redlands,92374,San Bernardino,San Bernardino County,34.0653159,-117.1825129,"522 N Orange St, Redlands, California, 92374"
10776,10776,10802,California,Vons Pharmacy #1638,4226 Woodruff Ave,,Lakewood,90713,Los Angeles,Los Angeles County,33.835015800000000,-118.11522697592200,"4226 Woodruff Ave, Lakewood, California, 90713"
10777,10777,10803,California,Vons Pharmacy #1625,1260 W Redondo Beach Blvd,,Gardena,90247,Los Angeles,Los Angeles County,33.8909612,-118.29801352947900,"1260 W Redondo Beach Blvd, Gardena, California, 90247"
10778,10778,10804,California,Safeway Pharmacy #1257,4495 First St,,Livermore,94551,Alameda,Alameda County,37.6954265,-121.74307,"4495 First St, Livermore, California, 94551"
10779,10779,10805,California,Safeway Pharmacy #1757,591 Tres Pinos Rd,,Hollister,95023,San Benito,San Benito County,36.8384479,-121.39204,"591 Tres Pinos Rd, Hollister, California, 95023"
10780,10780,10806,California,Safeway Pharmacy #1929,2720 41st Ave,,Soquel,95073,Santa Cruz,Santa Cruz County,36.98610035,-121.96324062510900,"2720 41st Ave, Soquel, California, 95073"
10781,10781,10807,California,Safeway Pharmacy #2607,2203 Mission St,,Santa Cruz,95060,Santa Cruz,Santa Cruz County,,,"2203 Mission St, Santa Cruz, California, 95060"
10782,10782,10808,California,Safeway Pharmacy #0706,104 Mid Valley Center,,Carmel,93923,Monterey,Monterey County,,,"104 Mid Valley Center, Carmel, California, 93923"
10783,10783,10809,California,Safeway Pharmacy #1891,235 Tennant Station,,Morgan Hill,95037,Santa Clara,Santa Clara County,37.11300370000000,-121.63985905779000,"235 Tennant Station, Morgan Hill, California, 95037"
10784,10784,10810,California,Safeway Pharmacy #1932,4440 Tassajara Rd,,Dublin,94568,Alameda,Alameda County,37.70667315,-121.87406628243100,"4440 Tassajara Rd, Dublin, California, 94568"
10785,10785,10811,California,Safeway Pharmacy #0783,3540 Mt. Diablo Blvd,,Lafayette,94549,Contra Costa,Contra Costa County,37.892879050000000,-122.11944543774100,"3540 Mt. Diablo Blvd, Lafayette, California, 94549"
10786,10786,10812,California,Safeway Pharmacy #0917,600 S Broadway,,Walnut Creek,94596,Contra Costa,Contra Costa County,37.894611,-122.057917,"600 S Broadway, Walnut Creek, California, 94596"
10787,10787,10813,California,Safeway Pharmacy #0951,867 Island Dr,,Alameda,94502,Alameda,Alameda County,37.7378827,-122.23956760311800,"867 Island Dr, Alameda, California, 94502"
10788,10788,10814,California,Safeway Pharmacy #2242,1025 Alhambra Blvd,,Sacramento,95816,Sacramento,Sacramento County,38.57161205,-121.46461202897400,"1025 Alhambra Blvd, Sacramento, California, 95816"
10789,10789,10815,California,Safeway Pharmacy #1661,2001 Mchenry Ave,,Modesto,95350,Stanislaus,Stanislaus County,37.671947200000000,-120.99584602226600,"2001 Mchenry Ave, Modesto, California, 95350"
10790,10790,10816,California,Safeway Pharmacy #1724,3955 Missouri Flat Rd,,Placerville,95667,El Dorado,El Dorado County,,,"3955 Missouri Flat Rd, Placerville, California, 95667"
10791,10791,10817,California,Safeway Pharmacy #1592,7815 N Lake Blvd,Po Box 1056,Kings Beach,96143,Placer,Placer County,39.2393056,-120.03386788877200,"7815 N Lake Blvd, Kings Beach, California, 96143"
10792,10792,10818,California,Walmart Pharmacy #10-4759,6197 Sunrise Blvd,,Citrus Heights,95610,Sacramento,Sacramento County,38.67557725,-121.27337798197700,"6197 Sunrise Blvd, Citrus Heights, California, 95610"
10793,10793,10819,California,Scripts,13131 Sherman Way,,North Hollywood,91605,Los Angeles,Los Angeles County,,,"13131 Sherman Way, North Hollywood, California, 91605"
10794,10794,10820,California,A & G Care Pharmacy,7233 Corbin Ave,,Winnetka,91306,Los Angeles,Los Angeles County,34.20186732512140,-118.5623546297150,"7233 Corbin Ave, Winnetka, California, 91306"
10795,10795,10821,California,Regents Pharmacy,4150 Regents Park Row Suite 155,,La Jolla,92037,San Diego,San Diego County,,,"4150 Regents Park Row Suite 155, La Jolla, California, 92037"
10796,10796,10822,California,Clinica Msr Oscar A Romero,2032 Marengo Street Ste A,,Los Angeles,90033,Los Angeles,Los Angeles County,,,"2032 Marengo Street Ste A, Los Angeles, California, 90033"
10797,10797,10823,California,Olive Tree Pharmacy,14124 Foothill Blvd,,Sylmar,91342,Los Angeles,Los Angeles County,34.31601756521740,-118.44152073913000,"14124 Foothill Blvd, Sylmar, California, 91342"
10798,10798,10824,California,Keith's Pharmacy Llc,875 Redwood Dr,,Garberville,95542,Humboldt,Humboldt County,40.09867775,-123.79411132658700,"875 Redwood Dr, Garberville, California, 95542"
10799,10799,10825,California,Westco Drugs Inc,1217 North Central Ave Unit Aa,,Glendale,91202,Los Angeles,Los Angeles County,,,"1217 North Central Ave Unit Aa, Glendale, California, 91202"
10800,10800,10826,California,Great Rx Pharmacy,26930 Cherry Hills Blvd,,Menifee,92586,Riverside,Riverside County,33.71083591190460,-117.19005972162000,"26930 Cherry Hills Blvd, Menifee, California, 92586"
10801,10801,10827,California,Valley Pharmacy Express Llc,835 C Street 180,,Galt,95632,Sacramento,Sacramento County,,,"835 C Street 180, Galt, California, 95632"
10802,10802,10828,California,A1 Care Pharmacy,7470 Cherry Ave Suite 111,,Fontana,92336,San Bernardino,San Bernardino County,,,"7470 Cherry Ave Suite 111, Fontana, California, 92336"
10803,10803,10829,California,Brand New Pharmacy Inc,1819 W Redlands Blvd Suite 101,,Redlands,92373,San Bernardino,San Bernardino County,,,"1819 W Redlands Blvd Suite 101, Redlands, California, 92373"
10804,10804,10830,California,Safeway Pharmacy #2887,150 E El Camino Real,,Sunnyvale,94087,Santa Clara,Santa Clara County,37.36814487275480,-122.03261144147900,"150 E El Camino Real, Sunnyvale, California, 94087"
10805,10805,10831,California,Safeway Pharmacy #2856,6790 Bernal Ave,,Pleasanton,94566,Alameda,Alameda County,37.6561038,-121.89946889842400,"6790 Bernal Ave, Pleasanton, California, 94566"
10806,10806,10832,California,Soleo Health Inc,1324 W Winton Ave,,Hayward,94545,Alameda,Alameda County,37.6526296,-122.11772231870100,"1324 W Winton Ave, Hayward, California, 94545"
10807,10807,10833,California,Safeway Pharmacy #0998,1115 Vine St,,Healdsburg,95448,Sonoma,Sonoma County,38.6092342,-122.87346536387100,"1115 Vine St, Healdsburg, California, 95448"
10808,10808,10834,California,Safeway Pharmacy #0956,1799 Marlow Rd,,Santa Rosa,95401,Sonoma,Sonoma County,38.45201135,-122.75282573443600,"1799 Marlow Rd, Santa Rosa, California, 95401"
10809,10809,10835,California,Safeway Pharmacy #0989,774 Admiral Callaghan Lane,,Vallejo,94591,Solano,Solano County,38.125448,-122.2268913,"774 Admiral Callaghan Lane, Vallejo, California, 94591"
10810,10810,10836,California,El Centro Pharmacy,325 Wake Ave,,El Centro,92243,Imperial,Imperial County,32.770599,-115.5783731,"325 Wake Ave, El Centro, California, 92243"
10811,10811,10837,California,Safeway Pharmacy #0995,1335 Webster St,,San Francisco,94115,San Francisco,San Francisco County,37.7829176,-122.4314752,"1335 Webster St, San Francisco, California, 94115"
10812,10812,10838,California,Tfc Pharmacy,4914 1/2 W Slauson Ave,,Los Angeles,90056,Los Angeles,Los Angeles County,,,"4914 1/2 W Slauson Ave, Los Angeles, California, 90056"
10813,10813,10839,California,Safeway Pharmacy #1507,2020 Market St,,San Francisco,94114,San Francisco,San Francisco County,37.768891,-122.428442,"2020 Market St, San Francisco, California, 94114"
10814,10814,10840,California,Safeway Pharmacy #2908,2555 Harris Street,,Eureka,95503,Humboldt,Humboldt County,40.7811034,-124.13846876298100,"2555 Harris Street, Eureka, California, 95503"
10815,10815,10841,California,Safeway Pharmacy #0785,850 La Playa St,,San Francisco,94121,San Francisco,San Francisco County,37.772498550000000,-122.50936759495700,"850 La Playa St, San Francisco, California, 94121"
10816,10816,10842,California,Safeway Pharmacy #0788,1 Camino Alto,,Mill Valley,94941,Marin,Marin County,37.89416655,-122.53136493065700,"1 Camino Alto, Mill Valley, California, 94941"
10817,10817,10843,California,Safeway Pharmacy #0911,477 W. Napa St,,Sonoma,95476,Sonoma,Sonoma County,38.2915744,-122.46757872540900,"477 W. Napa St, Sonoma, California, 95476"
10818,10818,10844,California,Safeway Pharmacy #1197,1790 Decoto Rd,,Union City,94587,Alameda,Alameda County,37.5877682,-122.0195907,"1790 Decoto Rd, Union City, California, 94587"
10819,10819,10845,California,Safeway Pharmacy #2654,1516 Constitution Blvd,,Salinas,93905,Monterey,Monterey County,36.70028063677990,-121.62067203471200,"1516 Constitution Blvd, Salinas, California, 93905"
10820,10820,10846,California,Safeway Pharmacy #2719,525 El Camino Real,,Menlo Park,94025,San Mateo,San Mateo County,37.45055605,-122.17922171775200,"525 El Camino Real, Menlo Park, California, 94025"
10821,10821,10847,California,Safeway Pharmacy #0273,2601 Balls Ferry Rd,,Anderson,96007,Shasta,Shasta County,40.4524675,-122.2697593,"2601 Balls Ferry Rd, Anderson, California, 96007"
10822,10822,10848,California,Safeway Pharmacy #1465,5146 Stevens Creek Blvd,,San Jose,95129,Santa Clara,Santa Clara County,37.3206684,-121.9930043,"5146 Stevens Creek Blvd, San Jose, California, 95129"
10823,10823,10849,California,Safeway Pharmacy #1476,1300 W San Carlos St,,San Jose,95126,Santa Clara,Santa Clara County,37.3231469,-121.912179,"1300 W San Carlos St, San Jose, California, 95126"
10824,10824,10850,California,Safeway Pharmacy #1455,840 E Dunne Ave,,Morgan Hill,95037,Santa Clara,Santa Clara County,37.12878255,-121.63642417671,"840 E Dunne Ave, Morgan Hill, California, 95037"
10825,10825,10851,California,Safeway Pharmacy #1439,785 E El Camino Real,,Sunnyvale,94087,Santa Clara,Santa Clara County,37.35729335,-122.01764890969000,"785 E El Camino Real, Sunnyvale, California, 94087"
10826,10826,10852,California,Safeway Pharmacy #1211,3496 Camino Tassajara Rd,,Danville,94506,Contra Costa,Contra Costa County,,,"3496 Camino Tassajara Rd, Danville, California, 94506"
10827,10827,10853,California,Safeway Pharmacy #1196,639 S Bernardo Ave,,Sunnyvale,94087,Santa Clara,Santa Clara County,37.37316782176830,-122.05659410673500,"639 S Bernardo Ave, Sunnyvale, California, 94087"
10828,10828,10854,California,Safeway Pharmacy #2878,525 El Camino Real,,Millbrae,94030,San Mateo,San Mateo County,37.603347,-122.39413506789900,"525 El Camino Real, Millbrae, California, 94030"
10829,10829,10855,California,Safeway Pharmacy #0909,730 Taraval St,,San Francisco,94116,San Francisco,San Francisco County,37.7433862,-122.47411849296500,"730 Taraval St, San Francisco, California, 94116"
10830,10830,10856,California,Safeway Pharmacy #0950,16405 Hwy 116,,Guerneville,95446,Sonoma,Sonoma County,,,"16405 Hwy 116, Guerneville, California, 95446"
10831,10831,10857,California,Safeway Pharmacy #0965,845 S Main St,,Willits,95490,Mendocino,Mendocino County,39.40349745,-123.34975708166800,"845 S Main St, Willits, California, 95490"
10832,10832,10858,California,Wellnessrx Pharmacy,5971 University Ave,,San Diego,92115,San Diego,San Diego County,32.751630074755500,-117.06777256730600,"5971 University Ave, San Diego, California, 92115"
10833,10833,10859,California,Viewpoint Pharmacy,209 West Las Tunas Drive,,San Gabriel,91776,Los Angeles,Los Angeles County,34.102629,-118.101903,"209 West Las Tunas Drive, San Gabriel, California, 91776"
10834,10834,10860,California,Specialty Care Rx,2140 W Chapman Ave Ste 110,,Orange,92868,Orange,Orange County,,,"2140 W Chapman Ave Ste 110, Orange, California, 92868"
10835,10835,10861,California,Regional Care Pharmacy Inc,326 East Ave I,,Lancaster,93535,Los Angeles,Los Angeles County,34.703973490566000,-118.12531605660400,"326 East Ave I, Lancaster, California, 93535"
10836,10836,10862,California,Eastland Pharmacy,18339 Colima Rd,,Rowland Heights,91748,Los Angeles,Los Angeles County,33.988463991328900,-117.90493837912600,"18339 Colima Rd, Rowland Heights, California, 91748"
10837,10837,10863,California,Excelcare Pharmacy,12526 Westminster Ave,,Santa Ana,92706,Orange,Orange County,33.6562855,-117.8944113,"12526 Westminster Ave, Santa Ana, California, 92706"
10838,10838,10864,California,Kaiser Permanente Pharmacy #729,7300 N Fresno St,,Fresno,93720,Fresno,Fresno County,36.8428281,-119.78131607727900,"7300 N Fresno St, Fresno, California, 93720"
10839,10839,10865,California,Allied Health Pharmacy,14659 Victory Blvd,,Van Nuys,91411,Los Angeles,Los Angeles County,34.186740816326500,-118.4521626122450,"14659 Victory Blvd, Van Nuys, California, 91411"
10840,10840,10866,California,Sams Club Pharmacy #10-6616,603 S Placentia Ave,,Fullerton,92831,Orange,Orange County,33.866263950000000,-117.88247653687800,"603 S Placentia Ave, Fullerton, California, 92831"
10841,10841,10867,California,Prestige Medical Pharmacy,17150 Euclid St,,Fountain Valley,92708,Orange,Orange County,33.7143152,-117.93514380000000,"17150 Euclid St, Fountain Valley, California, 92708"
10842,10842,10868,California,"Eisenhower Medical Center, Yucca Valley",57725 29 Palms Hwy Suite 201,,Yucca Valley,922843044,San Bernardino,San Bernardino County,,,"57725 29 Palms Hwy Suite 201, Yucca Valley, California, 922843044"
10843,10843,10869,California,Petnet Pharmaceutical,11175 Campus St Suite C1037,,Loma Linda,92354,San Bernardino,San Bernardino County,,,"11175 Campus St Suite C1037, Loma Linda, California, 92354"
10844,10844,10870,California,Keck Hospital Of Usc Orange County Pharmacy,300 Old Newport Blvd,,Newport Beach,92663,Orange,Orange County,33.623593,-117.92782116312600,"300 Old Newport Blvd, Newport Beach, California, 92663"
10845,10845,10871,California,Walmart Pharmacy 10-5689,3875 Rancho Vista Boulevard,,Palmdale,93551,Los Angeles,Los Angeles County,34.614119650000000,-118.20011842218700,"3875 Rancho Vista Boulevard, Palmdale, California, 93551"
10846,10846,10872,California,Walmart Pharmacy #10-2689,3131 N Cedar Avenue,,Fresno,93703,Fresno,Fresno County,36.778788900000000,-119.75621986282100,"3131 N Cedar Avenue, Fresno, California, 93703"
10847,10847,10873,California,Medical Arts Pharmacy,8851 Center Dr Ste 110,,La Mesa,91942,San Diego,San Diego County,,,"8851 Center Dr Ste 110, La Mesa, California, 91942"
10848,10848,10874,California,Beemans Redlands Pharmacy,255 Terracina Blvd Ste 103,,Redlands,92373,San Bernardino,San Bernardino County,,,"255 Terracina Blvd Ste 103, Redlands, California, 92373"
10849,10849,10875,California,Global Rx Pharmacy & Compounding,4250 Barranca Pkwy Ste F,,Irvine,92604,Orange,Orange County,,,"4250 Barranca Pkwy Ste F, Irvine, California, 92604"
10850,10850,10876,California,Green Pharmacy,4305 Torrance Blvd,,Torrance,90503,Los Angeles,Los Angeles County,33.83766219745220,-118.35971617834400,"4305 Torrance Blvd, Torrance, California, 90503"
10851,10851,10877,California,Optimal Pharmaceutical Management,6110 Fair Oaks Blvd,,Carmichael,95608,Sacramento,Sacramento County,38.61200566666670,-121.32864966666700,"6110 Fair Oaks Blvd, Carmichael, California, 95608"
10852,10852,10878,California,Lion Pharmacy Inc,2857 Senter Rd. Suite A,,San Jose,95111,Santa Clara,Santa Clara County,,,"2857 Senter Rd. Suite A, San Jose, California, 95111"
10853,10853,10879,California,Abc Pharmacy,2920 East Inland Empire Blvd,,Ontario,91764,San Bernardino,San Bernardino County,,,"2920 East Inland Empire Blvd, Ontario, California, 91764"
10854,10854,10880,California,Dinuba Pharmacy,172 N L Street,,Dinuba,93618,Tulare,Tulare County,36.54159486303190,-119.39091418455400,"172 N L Street, Dinuba, California, 93618"
10855,10855,10881,California,My Pharmacist On Call,3426 Whittier Blvd,,Los Angeles,90023,Los Angeles,Los Angeles County,34.027396326530600,-118.20031855102000,"3426 Whittier Blvd, Los Angeles, California, 90023"
